Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
15389,36,4,2233.8,4,4,5,445,Best Customers
15390,32,2,1216.66,4,3,4,434,Potential Loyalists
15391,220,1,289.87,1,1,2,112,At Risk
15392,10,3,1376.0900000000001,5,3,4,534,Potential Loyalists
15393,203,3,659.48,1,3,3,133,Others
15394,31,7,3103.26,4,5,5,455,Best Customers
15396,219,1,508.20000000000005,1,1,3,113,At Risk
15400,56,3,586.1,3,3,3,333,Potential Loyalists
15401,88,2,216.95000000000002,2,3,1,231,Others
15402,23,4,1203.77,4,4,4,444,Best Customers
15403,127,2,170.88,2,3,1,231,Others
15404,11,1,257.06,5,1,2,512,Others
15405,212,1,310.74,1,1,2,112,At Risk
15406,89,2,465.15999999999997,2,3,2,232,Others
15409,357,1,131.25,1,1,1,111,At Risk
15410,204,2,1234.88,1,3,4,134,Others
15413,327,5,6798.72,1,4,5,145,Loyal Customers
15416,114,3,588.5,2,3,3,233,Others
15418,61,2,449.42,3,3,2,332,Potential Loyalists
15420,70,6,743.0,3,5,3,353,Loyal Customers
15421,21,6,2854.98,4,5,5,455,Best Customers
15422,15,5,1522.27,5,4,4,544,Best Customers
15423,217,2,223.39,1,3,1,131,Others
15424,99,1,214.44,2,1,1,211,At Risk
15425,36,4,1941.1200000000001,4,4,4,444,Best Customers
15426,5,5,1134.85,5,4,4,544,Best Customers
15428,23,3,668.97,4,3,3,433,Potential Loyalists
15430,103,2,954.75,2,3,3,233,Others
15431,138,1,153.24,2,1,1,211,At Risk
15432,177,1,149.57,1,1,1,111,At Risk
15434,10,6,1525.5800000000002,5,5,4,554,Best Customers
15437,276,1,193.29000000000002,1,1,1,111,At Risk
15439,40,4,1269.05,3,4,4,344,Loyal Customers
15441,32,3,1254.21,4,3,4,434,Potential Loyalists
15443,110,7,1900.64,2,5,4,254,Loyal Customers
15445,226,1,171.0,1,1,1,111,At Risk
15446,12,3,396.75,5,3,2,532,Potential Loyalists
15447,163,4,337.71000000000004,2,4,2,242,Others
15448,310,1,294.17,1,1,2,112,At Risk
15451,70,2,226.86,3,3,1,331,Potential Loyalists
15452,26,3,1256.63,4,3,4,434,Potential Loyalists
15454,254,1,124.79,1,1,1,111,At Risk
15455,233,1,38.25,1,1,1,111,At Risk
15456,39,7,1656.93,3,5,4,354,Loyal Customers
15458,38,1,208.79999999999998,3,1,1,311,Others
15459,53,2,202.82999999999998,3,3,1,331,Potential Loyalists
15461,96,2,429.7,2,3,2,232,Others
15462,81,1,502.45,2,1,3,213,At Risk
15465,5,15,5281.53,5,5,5,555,Best Customers
15466,25,3,1225.93,4,3,4,434,Potential Loyalists
15468,28,1,962.97,4,1,3,413,Others
15469,74,1,335.7,2,1,2,212,At Risk
15470,211,1,63.419999999999995,1,1,1,111,At Risk
15471,16,2,837.53,4,3,3,433,Potential Loyalists
15473,80,1,274.8,2,1,2,212,At Risk
15474,231,1,150.35,1,1,1,111,At Risk
15476,16,4,2209.98,4,4,5,445,Best Customers
15477,285,1,368.4,1,1,2,112,At Risk
15478,211,1,541.06,1,1,3,113,At Risk
15479,369,1,147.4,1,1,1,111,At Risk
15480,105,2,2686.75,2,3,5,235,Others
15481,37,1,1993.34,3,1,4,314,Others
15482,22,7,3537.6,4,5,5,455,Best Customers
15483,21,6,585.42,4,5,3,453,Loyal Customers
15484,176,2,1061.69,2,3,4,234,Others
15485,9,5,3186.01,5,4,5,545,Best Customers
15486,163,1,102.0,2,1,1,211,At Risk
15487,315,1,231.32,1,1,1,111,At Risk
15488,92,4,340.6,2,4,2,242,Others
15489,36,5,1285.3300000000002,4,4,4,444,Best Customers
15490,66,1,210.85,3,1,1,311,Others
15493,25,4,2159.78,4,4,5,445,Best Customers
15494,114,3,2422.02,2,3,5,235,Others
15495,15,1,246.5,5,1,1,511,Others
15496,267,1,146.14000000000001,1,1,1,111,At Risk
15497,18,7,7395.19,4,5,5,455,Best Customers
15498,2,19,12633.18,5,5,5,555,Best Customers
15499,359,1,158.65,1,1,1,111,At Risk
15501,40,2,399.95,3,3,2,332,Potential Loyalists
15502,4,5,3548.34,5,4,5,545,Best Customers
15503,362,1,116.26,1,1,1,111,At Risk
15504,156,3,338.62,2,3,2,232,Others
15506,17,3,1058.25,4,3,4,434,Potential Loyalists
15509,16,1,152.41,4,1,1,411,Others
15512,26,2,210.58,4,3,1,431,Potential Loyalists
15513,1,18,12992.33,5,5,5,555,Best Customers
15514,15,7,2364.56,5,5,5,555,Best Customers
15515,23,1,171.81,4,1,1,411,Others
15518,15,7,2268.44,5,5,5,555,Best Customers
15519,19,2,344.61,4,3,2,432,Potential Loyalists
15521,36,8,4087.44,4,5,5,455,Best Customers
15523,24,15,16847.18,4,5,5,455,Best Customers
15524,242,1,151.4,1,1,1,111,At Risk
15525,9,2,430.78,5,3,2,532,Potential Loyalists
15527,30,15,3125.51,4,5,5,455,Best Customers
15529,2,2,1116.72,5,3,4,534,Potential Loyalists
15530,148,1,311.37,2,1,2,212,At Risk
15532,12,6,2162.37,5,5,5,555,Best Customers
15534,361,1,162.25,1,1,1,111,At Risk
15535,40,2,541.47,3,3,3,333,Potential Loyalists
15536,45,1,259.09,3,1,2,312,Others
15538,173,6,3358.3999999999996,2,5,5,255,Loyal Customers
15540,11,1,247.38,5,1,1,511,Others
15542,148,3,855.71,2,3,3,233,Others
15543,95,1,114.4,2,1,1,211,At Risk
15544,8,12,4615.72,5,5,5,555,Best Customers
15545,7,1,135.32999999999998,5,1,1,511,Others
15546,242,2,1079.1000000000001,1,3,4,134,Others
15547,12,12,5092.05,5,5,5,555,Best Customers
15548,231,1,158.09,1,1,1,111,At Risk
15549,57,5,652.7,3,4,3,343,Loyal Customers
15550,14,8,1635.42,5,5,4,554,Best Customers
15551,30,6,1243.75,4,5,4,454,Best Customers
15552,259,1,162.4,1,1,1,111,At Risk
15555,1,22,7260.69,5,5,5,555,Best Customers
15558,275,1,202.68,1,1,1,111,At Risk
15559,204,1,1109.4,1,1,4,114,At Risk
15560,33,2,153.52,4,3,1,431,Potential Loyalists
15561,19,4,1133.8,4,4,4,444,Best Customers
15562,60,2,536.88,3,3,3,333,Potential Loyalists
15563,150,3,1459.02,2,3,4,234,Others
15564,99,2,70.74000000000001,2,3,1,231,Others
15566,28,2,227.87,4,3,1,431,Potential Loyalists
15569,26,5,2207.74,4,4,5,445,Best Customers
15570,5,14,5105.32,5,5,5,555,Best Customers
15571,22,10,3241.92,4,5,5,455,Best Customers
15572,16,3,1431.78,4,3,4,434,Potential Loyalists
15573,254,3,597.23,1,3,3,133,Others
15574,8,3,774.84,5,3,3,533,Potential Loyalists
15575,255,1,30.1,1,1,1,111,At Risk
15577,359,2,137.15,1,3,1,131,Others
15579,19,3,923.03,4,3,3,433,Potential Loyalists
15580,12,8,1375.39,5,5,4,554,Best Customers
15581,2,25,4060.07,5,5,5,555,Best Customers
15583,12,1,95.96,5,1,1,511,Others
15584,35,2,547.34,4,3,3,433,Potential Loyalists
15586,228,3,1139.1,1,3,4,134,Others
15587,28,3,608.4000000000001,4,3,3,433,Potential Loyalists
15588,313,1,579.6,1,1,3,113,At Risk
15590,18,5,1496.6,4,4,4,444,Best Customers
15591,218,3,217.9,1,3,1,131,Others
15595,123,1,357.6,2,1,2,212,At Risk
15596,1,5,1723.45,5,4,4,544,Best Customers
15597,211,1,238.8,1,1,1,111,At Risk
15598,63,1,307.34,3,1,2,312,Others
15599,81,1,488.32,2,1,2,212,At Risk
15600,64,4,1199.31,3,4,4,344,Loyal Customers
15601,8,17,8183.56,5,5,5,555,Best Customers
15602,4,8,1932.64,5,5,4,554,Best Customers
15603,284,1,40.0,1,1,1,111,At Risk
15605,9,5,738.57,5,4,3,543,Loyal Customers
15606,26,8,2310.83,4,5,5,455,Best Customers
15607,179,8,1604.21,1,5,4,154,Loyal Customers
15608,51,1,692.3,3,1,3,313,Others
15611,19,13,1405.83,4,5,4,454,Best Customers
15613,246,1,433.71999999999997,1,1,2,112,At Risk
15614,73,4,3147.36,2,4,5,245,Loyal Customers
15615,26,24,10974.23,4,5,5,455,Best Customers
15616,74,1,317.11,2,1,2,212,At Risk
15617,32,3,828.5500000000001,4,3,3,433,Potential Loyalists
15620,45,1,389.18,3,1,2,312,Others
15622,63,8,4143.05,3,5,5,355,Loyal Customers
15623,29,7,2136.02,4,5,5,455,Best Customers
15625,12,5,1702.1399999999999,5,4,4,544,Best Customers
15626,57,1,391.72,3,1,2,312,Others
15627,93,2,566.9,2,3,3,233,Others
15628,2,9,2782.02,5,5,5,555,Best Customers
15629,86,4,2240.9,2,4,5,245,Loyal Customers
15630,280,1,295.05,1,1,2,112,At Risk
15631,278,1,596.67,1,1,3,113,At Risk
15633,145,13,4335.96,2,5,5,255,Loyal Customers
15634,19,1,311.1,4,1,2,412,Others
15635,31,1,100.35,4,1,1,411,Others
15636,73,2,719.82,2,3,3,233,Others
15637,49,4,574.23,3,4,3,343,Loyal Customers
15638,14,6,2265.2,5,5,5,555,Best Customers
15639,87,2,639.76,2,3,3,233,Others
15640,8,15,11377.12,5,5,5,555,Best Customers
15641,32,8,3458.35,4,5,5,455,Best Customers
15642,365,1,105.78000000000002,1,1,1,111,At Risk
15645,50,2,443.16,3,3,2,332,Potential Loyalists
15646,8,3,526.97,5,3,3,533,Potential Loyalists
15647,51,1,169.0,3,1,1,311,Others
15649,3,3,1354.35,5,3,4,534,Potential Loyalists
15650,157,2,553.88,2,3,3,233,Others
15651,56,2,612.76,3,3,3,333,Potential Loyalists
15652,23,4,1068.2,4,4,4,444,Best Customers
15658,8,4,1399.3700000000001,5,4,4,544,Best Customers
15659,22,2,226.04,4,3,1,431,Potential Loyalists
15660,1,7,1212.13,5,5,4,554,Best Customers
15661,15,6,906.15,5,5,3,553,Loyal Customers
15662,297,2,283.73,1,3,2,132,Others
15664,85,3,845.1,2,3,3,233,Others
15665,47,3,1764.86,3,3,4,334,Potential Loyalists
15666,108,2,632.9399999999999,2,3,3,233,Others
15670,192,1,152.15,1,1,1,111,At Risk
15672,361,1,45.300000000000004,1,1,1,111,At Risk
15673,87,5,3478.09,2,4,5,245,Loyal Customers
15674,53,8,4501.63,3,5,5,355,Loyal Customers
15675,40,1,218.35,3,1,1,311,Others
15677,57,2,648.4,3,3,3,333,Potential Loyalists
15678,31,2,1473.24,4,3,4,434,Potential Loyalists
15680,2,8,3173.9,5,5,5,555,Best Customers
15681,15,9,1563.54,5,5,4,554,Best Customers
15682,235,2,318.24,1,3,2,132,Others
15683,109,1,330.79,2,1,2,212,At Risk
15684,183,3,173.95,1,3,1,131,Others
15685,86,1,55.980000000000004,2,1,1,211,At Risk
15686,56,1,90.0,3,1,1,311,Others
15688,54,1,190.57,3,1,1,311,Others
15689,253,1,266.93,1,1,2,112,At Risk
15691,30,3,434.5,4,3,2,432,Potential Loyalists
15693,295,1,37.5,1,1,1,111,At Risk
15694,1,12,4331.41,5,5,5,555,Best Customers
15695,233,2,721.06,1,3,3,133,Others
15696,59,5,1170.1100000000001,3,4,4,344,Loyal Customers
15697,325,1,246.75,1,1,1,111,At Risk
15698,260,1,46.2,1,1,1,111,At Risk
15702,112,2,140.39000000000001,2,3,1,231,Others
15704,138,2,1441.04,2,3,4,234,Others
15708,5,3,969.19,5,3,3,533,Potential Loyalists
15709,225,1,194.6,1,1,1,111,At Risk
15710,53,1,898.87,3,1,3,313,Others
15711,192,2,420.25,1,3,2,132,Others
15712,15,7,2400.05,5,5,5,555,Best Customers
15713,2,3,654.09,5,3,3,533,Potential Loyalists
15714,89,3,453.93,2,3,2,232,Others
15715,191,5,658.02,1,4,3,143,Loyal Customers
15716,5,8,1911.03,5,5,4,554,Best Customers
15717,57,4,456.70000000000005,3,4,2,342,Potential Loyalists
15718,176,1,293.79,2,1,2,212,At Risk
15719,17,18,5165.9,4,5,5,455,Best Customers
15720,186,1,140.49,1,1,1,111,At Risk
15722,81,6,3022.79,2,5,5,255,Loyal Customers
15723,47,3,740.0,3,3,3,333,Potential Loyalists
15724,36,1,92.6,4,1,1,411,Others
15726,26,1,321.91,4,1,2,412,Others
15727,23,8,4212.65,4,5,5,455,Best Customers
15728,15,2,544.6,5,3,3,533,Potential Loyalists
15729,36,2,107.55000000000001,4,3,1,431,Potential Loyalists
15730,17,2,605.7,4,3,3,433,Potential Loyalists
15731,189,1,125.3,1,1,1,111,At Risk
15732,8,9,1387.95,5,5,4,554,Best Customers
15734,72,2,923.85,2,3,3,233,Others
15735,57,1,327.68,3,1,2,312,Others
15736,71,2,1767.12,2,3,4,234,Others
15738,8,26,8560.550000000001,5,5,5,555,Best Customers
15741,94,2,208.62,2,3,1,231,Others
15742,255,1,156.87,1,1,1,111,At Risk
15747,11,6,1553.17,5,5,4,554,Best Customers
15748,85,2,465.45000000000005,2,3,2,232,Others
15750,2,12,4330.461,5,5,5,555,Best Customers
15751,96,11,1380.44,2,5,4,254,Loyal Customers
15752,8,3,1557.96,5,3,4,534,Potential Loyalists
15754,129,6,2579.04,2,5,5,255,Loyal Customers
15755,15,11,3628.87,5,5,5,555,Best Customers
15757,22,4,2225.94,4,4,5,445,Best Customers
15759,147,4,577.8900000000001,2,4,3,243,Loyal Customers
15761,78,1,143.05,2,1,1,211,At Risk
15764,70,2,1223.1100000000001,3,3,4,334,Potential Loyalists
15765,302,1,370.63,1,1,2,112,At Risk
15766,92,2,516.0,2,3,3,233,Others
15768,112,31,14687.06,2,5,5,255,Loyal Customers
15769,7,21,32451.6,5,5,5,555,Best Customers
15770,248,1,321.45,1,1,2,112,At Risk
15771,240,3,1006.54,1,3,4,134,Others
15772,54,1,280.88,3,1,2,312,Others
15773,45,1,138.84,3,1,1,311,Others
15774,54,5,1016.29,3,4,4,344,Loyal Customers
15775,267,1,45.6,1,1,1,111,At Risk
15777,32,3,715.5,4,3,3,433,Potential Loyalists
15778,67,1,307.95,3,1,2,312,Others
15779,99,2,124.08000000000001,2,3,1,231,Others
15782,66,1,1399.36,3,1,4,314,Others
15784,103,2,848.3299999999999,2,3,3,233,Others
15785,15,11,3640.96,5,5,5,555,Best Customers
15786,53,2,3582.62,3,3,5,335,Potential Loyalists
15788,144,1,221.82999999999998,2,1,1,211,At Risk
15789,67,5,1610.71,3,4,4,344,Loyal Customers
15791,165,3,1995.65,2,3,4,234,Others
15792,35,2,933.84,4,3,3,433,Potential Loyalists
15793,14,5,1433.96,5,4,4,544,Best Customers
15794,372,2,777.0,1,3,3,133,Others
15795,66,7,1369.8600000000001,3,5,4,354,Loyal Customers
15796,10,9,2463.02,5,5,5,555,Best Customers
15797,217,2,613.6800000000001,1,3,3,133,Others
15798,128,3,1535.37,2,3,4,234,Others
15799,54,1,537.1999999999999,3,1,3,313,Others
15800,89,5,530.18,2,4,3,243,Loyal Customers
15803,81,3,1513.84,2,3,4,234,Others
15805,21,13,4660.75,4,5,5,455,Best Customers
15807,44,2,913.62,3,3,3,333,Potential Loyalists
15808,5,18,14482.03,5,5,5,555,Best Customers
15809,95,2,758.67,2,3,3,233,Others
15810,22,4,1607.06,4,4,4,444,Best Customers
15811,1,2,1463.78,5,3,4,534,Potential Loyalists
15812,71,7,3400.33,2,5,5,255,Loyal Customers
15814,29,2,689.11,4,3,3,433,Potential Loyalists
15816,178,2,144.14999999999998,1,3,1,131,Others
15817,56,3,2766.4,3,3,5,335,Potential Loyalists
15818,224,1,340.5,1,1,2,112,At Risk
15819,67,6,2029.34,3,5,4,354,Loyal Customers
15822,129,4,954.59,2,4,3,243,Loyal Customers
15823,365,2,3867.17,1,3,5,135,Others
15824,89,2,890.94,2,3,3,233,Others
15826,204,1,943.97,1,1,3,113,At Risk
15827,8,16,1957.98,5,5,4,554,Best Customers
15828,11,1,1108.82,5,1,4,514,Others
15833,373,1,80.4,1,1,1,111,At Risk
15834,12,3,1539.24,5,3,4,534,Potential Loyalists
15837,121,1,385.03000000000003,2,1,2,212,At Risk
15838,3,16,40519.92,5,5,5,555,Best Customers
15841,22,5,1518.35,4,4,4,444,Best Customers
15842,29,2,548.8,4,3,3,433,Potential Loyalists
15845,172,3,714.51,2,3,3,233,Others
15846,21,1,107.01,4,1,1,411,Others
15847,64,3,433.3,3,3,2,332,Potential Loyalists
15848,257,1,137.99,1,1,1,111,At Risk
15850,12,4,771.87,5,4,3,543,Loyal Customers
15851,162,1,109.73,2,1,1,211,At Risk
15852,162,1,96.55,2,1,1,211,At Risk
15854,12,9,2609.16,5,5,5,555,Best Customers
15855,112,1,340.48,2,1,2,212,At Risk
15856,1,26,17703.63,5,5,5,555,Best Customers
15857,66,1,273.48,3,1,2,312,Others
15858,3,9,2508.77,5,5,5,555,Best Customers
15859,68,1,438.46,3,1,2,312,Others
15860,4,10,1496.3,5,5,4,554,Best Customers
15861,92,4,1213.98,2,4,4,244,Loyal Customers
15862,9,10,2028.49,5,5,4,554,Best Customers
15863,253,3,286.26,1,3,2,132,Others
15864,17,1,244.44000000000003,4,1,1,411,Others
15865,49,2,1346.29,3,3,4,334,Potential Loyalists
15867,5,17,5177.92,5,5,5,555,Best Customers
15868,219,1,94.53,1,1,1,111,At Risk
15869,262,1,171.47,1,1,1,111,At Risk
15870,32,3,506.02,4,3,3,433,Potential Loyalists
15871,73,1,33.099999999999994,2,1,1,211,At Risk
15872,14,2,413.0,5,3,2,532,Potential Loyalists
15873,135,4,313.91999999999996,2,4,2,242,Others
15874,23,14,6878.88,4,5,5,455,Best Customers
15875,282,1,108.52,1,1,1,111,At Risk
15876,45,2,1449.1399999999999,3,3,4,334,Potential Loyalists
15878,197,2,330.77,1,3,2,132,Others
15879,40,4,1137.8,3,4,4,344,Loyal Customers
15880,5,1,329.03000000000003,5,1,2,512,Others
15882,4,6,977.34,5,5,3,553,Loyal Customers
15884,68,2,244.60000000000002,3,3,1,331,Potential Loyalists
15885,19,12,1572.47,4,5,4,454,Best Customers
15886,52,3,871.78,3,3,3,333,Potential Loyalists
15887,42,3,1027.15,3,3,4,334,Potential Loyalists
15888,36,2,260.85,4,3,2,432,Potential Loyalists
15889,5,7,1274.95,5,5,4,554,Best Customers
15890,30,5,535.65,4,4,3,443,Loyal Customers
15892,305,1,128.2,1,1,1,111,At Risk
15893,117,1,305.28000000000003,2,1,2,212,At Risk
15894,5,1,150.79000000000002,5,1,1,511,Others
15898,3,22,4125.51,5,5,5,555,Best Customers
15899,4,1,56.25,5,1,1,511,Others
15900,49,3,549.29,3,3,3,333,Potential Loyalists
15901,87,3,318.14,2,3,2,232,Others
15902,16,1,145.01,4,1,1,411,Others
15903,14,5,3813.0800000000004,5,4,5,545,Best Customers
15905,179,1,114.69,1,1,1,111,At Risk
15906,10,3,962.5,5,3,3,533,Potential Loyalists
15908,126,2,758.62,2,3,3,233,Others
15910,36,7,1432.29,4,5,4,454,Best Customers
15911,259,8,1683.79,1,5,4,154,Loyal Customers
15912,72,7,810.08,2,5,3,253,Loyal Customers
15913,170,1,6.300000000000001,2,1,1,211,At Risk
15914,14,2,205.99,5,3,1,531,Potential Loyalists
15915,37,1,364.24,3,1,2,312,Others
15916,2,7,1874.83,5,5,4,554,Best Customers
15917,242,4,407.07,1,4,2,142,Others
15918,267,1,248.65,1,1,1,111,At Risk
15919,4,1,214.07999999999998,5,1,1,511,Others
15920,60,5,401.64,3,4,2,342,Potential Loyalists
15921,32,3,442.58,4,3,2,432,Potential Loyalists
15922,9,1,369.5,5,1,2,512,Others
15923,8,1,127.08,5,1,1,511,Others
15924,367,1,102.82,1,1,1,111,At Risk
15926,178,1,134.44,1,1,1,111,At Risk
15927,283,1,106.54,1,1,1,111,At Risk
15928,292,1,293.53,1,1,2,112,At Risk
15929,280,1,594.0,1,1,3,113,At Risk
15931,64,1,239.9,3,1,1,311,Others
15934,53,2,2190.66,3,3,5,335,Potential Loyalists
15936,15,2,282.79,5,3,2,532,Potential Loyalists
15938,92,4,330.23,2,4,2,242,Others
15939,10,1,2904.83,5,1,5,515,Others
15941,273,1,405.0,1,1,2,112,At Risk
15943,285,2,271.28999999999996,1,3,2,132,Others
15944,29,3,1839.1399999999999,4,3,4,434,Potential Loyalists
15945,1,4,646.27,5,4,3,543,Loyal Customers
15946,138,3,2304.18,2,3,5,235,Others
15948,60,1,553.85,3,1,3,313,Others
15950,11,6,5376.2,5,5,5,555,Best Customers
15951,17,1,304.95,4,2,2,422,Others
15953,5,11,1990.8,5,5,4,554,Best Customers
15954,225,1,187.8,1,2,1,121,At Risk
15955,8,9,4242.1,5,5,5,555,Best Customers
15956,187,2,617.6,1,3,3,133,Others
15957,56,2,492.36,3,3,2,332,Potential Loyalists
15958,39,3,357.77,3,3,2,332,Potential Loyalists
15959,318,3,542.89,1,3,3,133,Others
15960,10,4,410.95,5,4,2,542,Potential Loyalists
15961,15,1,451.28999999999996,5,2,2,522,Others
15962,85,1,289.48,2,2,2,222,At Risk
15964,299,1,269.21000000000004,1,2,2,122,At Risk
15965,3,10,2119.26,5,5,4,554,Best Customers
15966,86,1,426.53000000000003,2,2,2,222,At Risk
15967,15,10,2568.32,5,5,5,555,Best Customers
15968,24,1,401.8,4,2,2,422,Others
15969,61,2,460.95,3,3,2,332,Potential Loyalists
15970,234,1,703.22,1,2,3,123,At Risk
15971,21,6,1702.98,4,5,4,454,Best Customers
15972,92,5,1769.33,2,4,4,244,Loyal Customers
15973,2,2,665.62,5,3,3,533,Potential Loyalists
15976,46,4,1252.67,3,4,4,344,Loyal Customers
15978,68,2,2180.64,3,3,5,335,Potential Loyalists
15979,238,1,329.22,1,2,2,122,At Risk
15980,126,4,4144.82,2,4,5,245,Loyal Customers
15981,37,13,5954.29,3,5,5,355,Loyal Customers
15982,241,1,324.51,1,2,2,122,At Risk
15983,1,6,2458.9,5,5,5,555,Best Customers
15984,4,21,5735.09,5,5,5,555,Best Customers
15985,72,5,1572.8600000000001,2,4,4,244,Loyal Customers
15986,17,1,186.3,4,2,1,421,Others
15987,4,2,216.7,5,3,1,531,Potential Loyalists
15988,187,2,579.61,1,3,3,133,Others
15989,11,2,368.31,5,3,2,532,Potential Loyalists
15990,130,5,1205.64,2,4,4,244,Loyal Customers
15991,170,1,150.55,2,2,1,221,At Risk
15992,32,2,854.61,4,3,3,433,Potential Loyalists
15994,47,2,761.4100000000001,3,3,3,333,Potential Loyalists
15995,50,1,694.54,3,2,3,323,Others
15996,2,2,617.07,5,3,3,533,Potential Loyalists
15998,29,11,5193.92,4,5,5,455,Best Customers
15999,371,1,20.4,1,2,1,121,At Risk
16001,17,1,583.39,4,2,3,423,Others
16002,261,1,169.21,1,2,1,121,At Risk
16003,17,5,2878.46,4,4,5,445,Best Customers
16004,110,5,2146.39,2,4,5,245,Loyal Customers
16005,11,6,1786.3600000000001,5,5,4,554,Best Customers
16006,23,1,231.42,4,2,1,421,Others
16007,19,3,1359.25,4,3,4,434,Potential Loyalists
16008,18,12,4860.35,4,5,5,455,Best Customers
16010,12,8,1302.46,5,5,4,554,Best Customers
16011,2,14,2484.3,5,5,5,555,Best Customers
16012,37,2,1563.3,3,3,4,334,Potential Loyalists
16013,7,39,20009.84,5,5,5,555,Best Customers
16014,44,2,453.45,3,3,2,332,Potential Loyalists
16016,2,4,980.91,5,4,4,544,Best Customers
16017,53,4,1333.7,3,4,4,344,Loyal Customers
16018,32,2,289.23,4,3,2,432,Potential Loyalists
16019,17,18,13542.92,4,5,5,455,Best Customers
16021,31,2,487.03,4,3,2,432,Potential Loyalists
16024,47,2,232.96,3,3,1,331,Potential Loyalists
16027,93,9,1113.74,2,5,4,254,Loyal Customers
16028,231,1,82.2,1,2,1,121,At Risk
16029,8,47,41184.3,5,5,5,555,Best Customers
16032,92,6,1965.72,2,5,4,254,Loyal Customers
16033,5,8,1985.6299999999999,5,5,4,554,Best Customers
16034,30,3,473.62,4,3,2,432,Potential Loyalists
16035,196,1,217.73,1,2,1,121,At Risk
16036,60,2,1797.92,3,3,4,334,Potential Loyalists
16037,180,2,654.32,1,3,3,133,Others
16039,59,2,456.4,3,3,2,332,Potential Loyalists
16040,66,4,1103.35,3,4,4,344,Loyal Customers
16042,15,3,1067.85,5,3,4,534,Potential Loyalists
16043,15,4,1082.6000000000001,5,4,4,544,Best Customers
16044,71,1,340.84000000000003,2,2,2,222,At Risk
16045,52,4,2094.23,3,4,4,344,Loyal Customers
16046,198,1,235.78,1,2,1,121,At Risk
16047,318,1,107.14,1,2,1,121,At Risk
16048,9,4,818.7900000000001,5,4,3,543,Loyal Customers
16049,11,3,777.34,5,3,3,533,Potential Loyalists
16050,19,2,162.8,4,3,1,431,Potential Loyalists
16051,317,1,188.44,1,2,1,121,At Risk
16053,49,4,2122.89,3,4,4,344,Loyal Customers
16054,54,3,1327.98,3,3,4,334,Potential Loyalists
16057,155,3,1591.73,2,3,4,234,Others
16058,42,1,62.7,3,2,1,321,Others
16059,3,7,1718.66,5,5,4,554,Best Customers
16060,36,3,541.95,4,3,3,433,Potential Loyalists
16061,67,1,89.65,3,2,1,321,Others
16062,15,4,1709.83,5,4,4,544,Best Customers
16064,361,1,109.31,1,2,1,121,At Risk
16065,1,8,1992.13,5,5,4,554,Best Customers
16067,198,3,3269.11,1,3,5,135,Others
16068,229,1,115.73,1,2,1,121,At Risk
16069,53,1,457.7,3,2,2,322,Others
16071,163,3,750.5600000000001,2,3,3,233,Others
16072,64,3,3595.77,3,3,5,335,Potential Loyalists
16074,26,1,252.5,4,2,2,422,Others
16075,138,2,736.9300000000001,2,3,3,233,Others
16077,261,1,2300.4,1,2,5,125,At Risk
16078,305,1,283.79,1,2,2,122,At Risk
16080,21,2,385.40000000000003,4,3,2,432,Potential Loyalists
16081,2,4,1637.14,5,4,4,544,Best Customers
16082,306,1,106.75,1,2,1,121,At Risk
16083,18,2,1033.8,4,3,4,434,Potential Loyalists
16085,16,7,1343.2,4,5,4,454,Best Customers
16086,3,6,1743.6,5,5,4,554,Best Customers
16087,25,5,1739.92,4,4,4,444,Best Customers
16088,211,2,1437.43,1,3,4,134,Others
16089,22,2,263.49,4,3,2,432,Potential Loyalists
16090,260,1,180.56,1,2,1,121,At Risk
16092,140,3,770.08,2,3,3,233,Others
16094,11,7,2617.33,5,5,5,555,Best Customers
16095,92,1,447.05,2,2,2,222,At Risk
16096,52,3,1264.3500000000001,3,3,4,334,Potential Loyalists
16098,9,8,2435.67,5,5,5,555,Best Customers
16099,53,4,841.3,3,4,3,343,Loyal Customers
16100,98,1,582.64,2,2,3,223,At Risk
16101,70,3,1938.46,3,3,4,334,Potential Loyalists
16103,25,16,4762.07,4,5,5,455,Best Customers
16104,54,8,2476.25,3,5,5,355,Loyal Customers
16105,74,4,2049.23,2,4,4,244,Loyal Customers
16108,70,3,1393.42,3,3,4,334,Potential Loyalists
16109,334,1,327.6,1,2,2,122,At Risk
16110,158,1,460.64,2,2,2,222,At Risk
16111,64,1,549.33,3,2,3,323,Others
16115,33,4,892.92,4,4,3,443,Loyal Customers
16117,38,2,422.19,3,3,2,332,Potential Loyalists
16118,288,1,4376.25,1,2,5,125,At Risk
16119,30,6,1297.45,4,5,4,454,Best Customers
16120,58,2,1658.3700000000001,3,3,4,334,Potential Loyalists
16121,26,3,595.38,4,3,3,433,Potential Loyalists
16122,2,3,316.92,5,3,2,532,Potential Loyalists
16124,54,3,1523.49,3,3,4,334,Potential Loyalists
16125,3,14,4292.35,5,5,5,555,Best Customers
16126,15,11,8356.83,5,5,5,555,Best Customers
16127,362,1,145.06,1,2,1,121,At Risk
16128,16,6,1920.83,4,5,4,454,Best Customers
16129,43,3,1396.05,3,3,4,334,Potential Loyalists
16130,58,4,987.48,3,4,4,344,Loyal Customers
16131,11,6,6450.88,5,5,5,555,Best Customers
16132,180,2,664.1999999999999,1,3,3,133,Others
16133,12,23,8403.22,5,5,5,555,Best Customers
