StockCode,Description,Revenue,Quantity,NumOrders
22924,FRIDGE MAGNETS LA VIE EN ROSE,208.79999999999998,264,12
22925,BLUE GIANT GARDEN THERMOMETER,321.3,54,16
22926,IVORY GIANT GARDEN THERMOMETER,904.1,158,41
22927,GREEN GIANT GARDEN THERMOMETER,327.25,55,21
22928,YELLOW GIANT GARDEN THERMOMETER,71.4,12,5
22929,SCHOOL DESK AND CHAIR,260.0,4,4
22930,BAKING MOULD HEART MILK CHOCOLATE,199.65000000000003,91,6
22931,BAKING MOULD HEART WHITE CHOCOLATE,189.45000000000002,87,5
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,169.05000000000004,79,3
22933,BAKING MOULD EASTER EGG MILK CHOC,35.400000000000006,12,1
22935,BAKING MOULD ROSE MILK CHOCOLATE,227.25,81,3
22936,BAKING MOULD ROSE WHITE CHOCOLATE,29.25,9,2
22937,BAKING MOULD CHOCOLATE CUP CAKES,30.599999999999998,12,2
22937,BAKING MOULD CHOCOLATE CUPCAKES,96.89999999999999,38,4
22938,CUPCAKE LACE PAPER SET 6,2482.35,1369,91
22939,APRON APPLE DELIGHT,1053.65,227,51
22940,FELTCRAFT CHRISTMAS FAIRY,6402.5,1546,276
22941,CHRISTMAS LIGHTS 10 REINDEER,8129.400000000001,996,181
22942,CHRISTMAS LIGHTS 10 SANTAS,5169.700000000001,643,101
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,5381.150000000001,1181,152
22944,CHRISTMAS METAL POSTCARD WITH BELLS,1724.5900000000001,1511,47
22945,CHRISTMAS METAL TAGS ASSORTED,3772.08,4680,155
22946,WOODEN ADVENT CALENDAR CREAM,7350.15,505,122
22947,WOODEN ADVENT CALENDAR RED,3514.0499999999997,243,61
22948,METAL DECORATION NAUGHTY CHILDREN,506.59999999999997,596,36
22949,36 DOILIES DOLLY GIRL,1391.35,1039,59
22950,36 DOILIES VINTAGE CHRISTMAS,3585.6,2592,139
22950,SET OF 36 DOILIES VINTAGE CHRISTMAS,557.4,444,2
22951,60 CAKE CASES DOLLY GIRL DESIGN,1336.3500000000001,2685,150
22951,72 CAKE CASES DOLLY GIRL DESIGN,471.85,943,25
22952,60 CAKE CASES VINTAGE CHRISTMAS,5455.72,11020,374
22952,72 CAKE CASES VINTAGE CHRISTMAS,2148.9900000000002,4293,99
22952,SET 72 CAKE CASES VINTAGE CHRISTMAS,291.6,672,4
22953,BIRTHDAY BANNER TAPE,30.0,24,2
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,360.14,310,24
22954,HEN PARTY BANNER TAPE,15.0,12,1
22954,HEN PARTY CORDON BARRIER TAPE,35.0,28,8
22955,36 FOIL STAR CAKE CASES,890.7,437,57
22956,36 FOIL HEART CAKE CASES,1104.0,550,74
22959,WRAP CHRISTMAS VILLAGE,1946.54,4787,140
22959,"WRAPPING PAPER, XMAS VILLAGE",10.5,25,1
22960,JAM MAKING SET WITH JARS,2180.25,549,67
22961,JAM MAKING SET PRINTED,2244.25,1561,98
22962,JAM JAR WITH PINK LID,550.74,714,30
22963,JAM JAR WITH BLUE LID,1.7,2,1
22963,JAM JAR WITH GREEN LID,500.88,648,30
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,443.1,211,42
22965,3 TRADITIONAL BISCUIT CUTTERS  SET,598.2,302,24
22965,3 TRADITIONAL COOKIE CUTTERS  SET,392.4000000000001,204,8
22966,GINGERBREAD MAN COOKIE CUTTER,1200.28,1004,79
22968,ROSE COTTAGE KEEPSAKE BOX,3326.7999999999997,360,115
22969,HOMEMADE JAM SCENTED CANDLES,3499.2,2496,94
22972,CHILDREN'S SPACEBOY MUG,176.54999999999998,107,19
22972,CHILDRENS SPACEBOY MUG,118.79999999999998,72,5
22973,CHILDREN'S CIRCUS PARADE MUG,204.59999999999997,124,14
22973,CHILDRENS CIRCUS PARADE MUG,59.39999999999999,36,3
22974,CHILDRENS DOLLY GIRL MUG,212.84999999999997,129,20
22975,SPACEBOY CHILDRENS EGG CUP,130.0,104,13
22976,CIRCUS PARADE CHILDRENS EGG CUP,170.0,136,13
22977,DOLLY GIRL CHILDRENS EGG CUP,131.25,105,12
22983,CARD BILLBOARD FONT,116.64,288,16
22983,"CARD, BILLBOARD FONT",514.4399999999999,1266,74
22984,CARD GINGHAM ROSE,35.28,84,6
22984,"CARD, GINGHAM ROSE",206.64,492,40
22985,"WRAP, BILLBOARD FONTS DESIGN",415.8,990,39
22986,GINGHAM ROSE WRAP,698.8,1740,51
22987,"WRAP , SUMMER ROSE DESIGN",63.0,150,6
22988,SOLDIERS EGG CUP,710.0,568,46
35015,JACOBS LADDER SMALL,123.84,2064,38
35071,ASSORTED SANTA CHRISTMAS DECORATION,40.8,48,5
35160,BUDDHA INCENSE HOLDER ASSORTED,1587.24,2176,53
35233,PASTA ENAMEL/BRASS CONTAINER,37.5,10,8
35240,ENAMEL BLUE RIM OVAL TRAY SET/2,407.52,48,38
35241,ENAMEL BLUE RIM BISCUIT BIN,877.2,184,66
35265,COLOURFUL FLOWER FRUIT BOWL,27.8,4,4
35400,WOODEN BOX ADVENT CALENDAR,10620.6,1229,326
35443,RASTA IN BATH W SPLIFF ASHTRAY,6.8,8,4
35537,CANDLE RING W/CLEAR BEADS,5.46,13,3
35594,WOODEN CHRISTMAS TREE 3 HANGING,57.96,138,21
35596,WOOD XMAS TREE 9 FIG SHELVES,24.65,29,4
35644,PAIR PINK/BLACK COATHANGERS,40.95,21,7
35645,VINTAGE BEAD PINK JEWEL BOX,199.75,47,21
35646,VINTAGE BEAD PINK EVENING BAG,102.0,24,8
35647,VINTAGE BEAD PINK SHADE,636.25,512,41
35648,VINTAGE BEAD PINK PURSE,197.65000000000003,67,9
35649,VINTAGE BEAD COSMETIC BAG,1144.0,1760,15
35650,VINTAGE BEAD PINK JEWEL STAND,9.9,2,2
35651,VINTAGE BEAD PINK SCARF,55.65,7,4
35652,VINTAGE BEAD CHAISE LONG JEWEL BOX,21.5,18,2
35653,VINTAGE BEAD NOTEBOOK,415.95000000000005,141,40
35654,VINTAGE BEAD FILLED PINK CUSHION,59.400000000000006,12,5
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,174.05,101,8
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,4995.85,1687,162
35837,SET OF SIX SILVER+RED FLOCK BAUBLES,1.7,2,1
35840,FLAT GLASS  BAUBLE WHITE FLOCK,51.0,36,5
35914,PINK CHICK EGG WARMER + EGG CUP,84.00000000000001,40,10
35920,FOUR RABBIT EASTER DECORATIONS,191.5,998,9
35921,EASTER BUNNY HANGING GARLAND,125.0,100,15
35922,EASTER BUNNY WREATH,223.6,48,11
35923,CANDY HEART HANGING DECORATION,235.0,188,25
35924,HANGING FAIRY CAKE DECORATION,2296.5,1281,70
35930,PINK HEART CHRISTMAS DECORATION,0.38,1,1
35931,PINK STAR CHRISTMAS DECORATION,78.12,156,15
35932,PINK CHRISTMAS TREE DECORATION,15.63,37,10
35933,PINK STOCKING CHRISTMAS DECORATION,34.2,90,7
35936,CERISE+GOLD CHRISTMAS TREE DEC,13.68,36,9
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,71.44,188,17
35945,GOLD CHRISTMAS STOCKING DECORATION,1.95,1,1
35950,FOLKART HEART CHRISTMAS DECORATIONS,1.25,1,1
35951,FOLKART BAUBLE CHRISTMAS DECORATION,671.51,1339,40
35953,FOLKART STAR CHRISTMAS DECORATIONS,416.25,333,24
35954,SMALL FOLKART STAR CHRISTMAS DEC,435.12,1036,39
35955,SMALL FOLKART CHRISTMAS TREE DEC,34.620000000000005,135,4
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,733.38,2929,59
35958,FOLKART ZINC STAR CHRISTMAS DEC,935.0,1100,69
35961,FOLKART ZINC HEART CHRISTMAS DEC,6137.129999999999,8013,250
35962,12 ASS ZINC CHRISTMAS DECORATIONS,900.9000000000001,429,45
35962,SET/12 ZINC CHRISTMAS DECORATIONS,191.10000000000002,91,15
35963,FOLKART ZINC CLIP ON ANGEL WINGS,38.38,101,11
35964,FOLKART CLIP ON STARS,241.92000000000002,384,19
35965,FOLKART HEART NAPKIN RINGS,534.45,195,55
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,82.46000000000001,217,18
35967,FOLK ART METAL STAR T-LIGHT HOLDER,168.66000000000003,429,31
35968,FOLK ART METAL HEART T-LIGHT HOLDER,220.40000000000003,580,40
35969,FOLKART CROWN TABLE DECORATIONS,376.74,450,40
35970,ZINC FOLKART SLEIGH BELLS,5174.96,3224,206
35971,ROSE FOLKART HEART DECORATIONS,1167.56,1444,71
35972,DAISY FOLKART HEART DECORATION,366.25,293,35
35973,GERANIUM FOLKART HEART DECORATION,58.75,47,12
35974,S/6 CHRISTMAS TREE PLACE SETTING,3.75,1,1
35979,SIX STRING SCANDINAVIAN HEART DECS,244.85000000000002,83,19
35991,SET/6 BLACK SNOWFLAKE T-LIGHTS,201.91,387,47
35995,SET/6 BLACK GLITTER REINDEER CANDLE,3.36,4,4
35999,S/6 SCANDINAVIAN HEART T-LIGHT,2.55,1,1
37112,YELLOW BIRDS FELT DES FOODCOVER,33.75,9,4
37326,FAIRY DESIGN MUGS,1.25,1,1
37327,ASSTD MULTICOLOUR CIRCLES MUG,221.75,167,8
37330,BIG POLKADOT MUG,125.99999999999999,72,4
37330,SPOTS MUG,744.2999999999998,426,17
37333,"RETRO ""TEA FOR ONE""",501.0,108,25
37340,MULTICOLOUR SPRING FLOWER MUG,1738.97,11045,33
37342,POLKADOT COFFEE CUP & SAUCER PINK,23.6,8,2
37342,SPOTTY COFFEE CUP & SAUCER,82.60000000000001,28,6
37343,POLKADOT MUG PINK,192.95999999999998,128,16
37343,SPOTS DESIGN MUG W PINK INSIDE,1129.4399999999998,784,51
37345,ASSTD HEARTS DESIGN MUGS,536.1,318,6
37348,SET OF 4 PASTEL STACKING MUGS,33.15,13,6
37351,ORANGE FLOWER MUG,570.15,5391,6
37352,BIRD IN TREE MUG,504.55,4643,8
37370,RETRO COFFEE MUGS ASSORTED,5408.87,4753,258
37399,"ASS RETROSPOOF MUGS,SPORTS",75.0,143,6
37408,ASSORTED DESIGN GEISHA GIRL MUGS,6.25,5,1
37409,ASSORTED DESIGN FLOWER MUGS,5.949999999999999,7,3
37410,BLACK AND WHITE PAISLEY FLOWER MUG,3019.57,25685,18
37422,WHITE WITH BLACK CATS BOWL,141.68,344,27
37423,WHITE WITH BLACK CATS PLATE,683.05,6013,22
37424,WHITE WITH BLACK CATS MUG,975.41,5153,47
37432,MUG PINK AND PURPLE ARABIC DESIGN,3.9000000000000004,6,1
37438,FUNKY FLOWER COFFEE POT,3.75,1,1
37441,ASSORTED WHITE EMBOSSED CHINA MUGS,1307.4,674,39
37446,MINI CAKE STAND WITH HANGING CAKES,3053.4,2312,171
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2813.7999999999997,1964,191
37448,CERAMIC CAKE DESIGN SPOTTED MUG,4376.7699999999995,3065,285
37449,CERAMIC CAKE STAND + HANGING CAKES,15426.6,1747,269
37450,CERAMIC CAKE BOWL + HANGING CAKES,4619.5,1690,218
37451,CERAMIC CAKE TEAPOT WITH CHERRY,4.95,1,1
37461,FUNKY MONKEY MUG,697.9,710,66
37464,ROBOT MUG IN DISPLAY BOX,327.57,273,45
37467,PIG MUG IN TWO COLOUR DESIGNS,71.39999999999999,84,17
37471,MULTICOLOUR DOTS PLATE,71.80000000000001,688,2
37471,MULTICOLOUR POLKADOT PLATE,68.4,684,1
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,559.5799999999999,58,39
37475,SET/4 COLOURFUL MIXING BOWLS,369.34,38,22
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,259.89,27,18
37481,CUBIC MUG TEATIME CAKES,15.299999999999999,6,1
37483,ENGLISH ROSE MUG IN GIFT BOX,232.89,143,10
37484,ENGLISH ROSE TEA FOR ONE GIFT BOX,6.75,1,1
37485,ENGLISH ROSE TEA SET IN GIFT BOX,207.69,49,15
37495,FAIRY CAKE BIRTHDAY CANDLE SET,3864.6,1092,209
37500,TEA TIME TEAPOT IN GIFT BOX,4194.11,489,138
37501,TEA TIME TEA SET IN GIFT BOX,2318.15,337,118
37502,TEA TIME MUG IN GIFT BOX,2300.9,806,148
37503,TEA TIME CAKE STAND IN GIFT BOX,23784.8,2384,465
37506,NEW ENGLAND MILK JUG W GIFT BOX,166.6,28,22
37508,NEW ENGLAND CERAMIC CAKE SERVER,221.85,87,44
37509,NEW ENGLAND MUG W GIFT BOX,71.39999999999999,28,14
40001,WHITE BAMBOO RIBS LAMPSHADE,990.1,1402,40
40002,WHITE BAMBOO RIBS LAMPSHADE,66.3,78,1
40003,WHITE BAMBOO RIBS LAMPSHADE,1041.55,983,38
40016,CHINESE DRAGON PAPER LANTERNS,3193.74,10023,126
44228,CANNABIS LEAF BEAD CURTAIN,10.2,12,1
44230,SQUARE MIRROR CURTAIN,1434.18,207,44
44234,ASSORTED CIRCULAR MOBILE,102.92999999999999,521,21
44235,ASS COL CIRCLE MOBILE,105.89999999999999,283,10
44236,PINK/PURPLE CIRCLE CURTAIN,55.800000000000004,12,6
44265,M/COLOUR POM-POM CURTAIN,25.5,6,3
45013,FOLDING SHOE TIDY,123.15,45,6
45014,FOLDING SHIRT TIDY,4.65,1,1
45016,DECORATIVE NET CANOPY LEOPARD,248.75,73,8
46118,FUNKY MONKEY CUSHION COVER,111.35,131,17
46307,ROSES BLUE BASE CUSHION COVER,19.799999999999997,12,4
47016,LIGHT DECORATION BATTERY OPERATED,60.900000000000006,29,4
47420,ASSORTED COLOUR SUCTION CUP HOOK,30.400000000000002,160,17
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,188.94,491,19
47422,ASSORTED MONKEY SUCTION CUP HOOK,211.32,558,20
47469,ASSORTED SHAPES PHOTO CLIP SILVER,347.87,739,16
47471,RAINBOW PEGS PHOTO CLIP STRING,78.65,121,19
47480,HANGING PHOTO CLIP ROPE LADDER,1492.9499999999998,963,49
47481,50CM METAL STRING WITH  7 CLIPS,80.75,95,16
47502,POLKADOT CUTLERY 24 PCS IN TRAY,6307.15,617,58
47505,MINATURE COLOURED GARDENING SET,3331.7000000000003,716,160
47554,S/3 COLOURS FLOCK TEA TOWELS,2.55,1,1
47556,SET/2 SPOTTY + ROSE TEA TOWELS,2.55,1,1
47562,ENGLISH ROSE IRONING BOARD COVER,390.0,104,41
47566,PARTY BUNTING,35017.3,8312,710
47568,ENGLISH ROSE DESIGN PEG BAG,4478.780000000001,2262,320
47569,ENGLISH ROSE DESIGN SHOPPING BAG,2.55,1,1
47570,ENGLISH ROSE TABLE CLOTH,2096.55,207,66
47579,TEA TIME BREAKFAST BASKET,357.0,170,43
47580,TEA TIME DES TEA COSY,2902.0499999999997,1230,194
47589,CONGRATULATIONS BUNTING,735.75,135,67
47597,NEW ENGLAND TEATOWELS,316.2,124,41
47598,NEW ENGLAND EGG WARMER,66.0,120,23
48103,DOOR MAT KISS MY.......,95.15,13,8
48103,DOORMAT KISS MY.......,106.58,22,2
48111,DOOR MAT 3 SMILEY CATS,9861.69,1773,246
48111,DOORMAT 3 SMILEY CATS,7116.2300000000005,1221,162
48116,DOOR MAT MULTICOLOUR STRIPE,6270.6900000000005,1037,192
48116,DOORMAT MULTICOLOUR STRIPE,4527.75,859,54
48129,DOOR MAT TOPIARY,6407.06,1020,188
48129,DOORMAT TOPIARY,6816.44,1184,123
48138,DOOR MAT UNION FLAG,24216.23,3733,637
48138,DOORMAT UNION FLAG,17007.33,2609,379
48175,DOOR MAT CAMOUFLAGE,152.0,38,1
48179,DOOR MAT SWEET HOME,131.25,28,6
48184,DOOR MAT ENGLISH ROSE,9343.43,1445,291
48184,DOORMAT ENGLISH ROSE,7149.6,1228,116
48185,DOOR MAT FAIRY CAKE,10347.72,1642,317
48185,DOORMAT FAIRY CAKE,8128.0199999999995,1356,190
48187,DOOR MAT NEW ENGLAND,12520.95,1953,423
48187,DOORMAT NEW ENGLAND,9221.74,1524,212
48188,DOOR MAT WELCOME PUPPIES,7835.1,1414,229
48188,DOORMAT WELCOME PUPPIES,7749.67,1333,120
48189,DOOR MAT FRIENDSHIP,2934.31,431,149
48189,DOORMAT FRIENDSHIP,4099.43,795,58
48194,DOOR MAT HEARTS,9715.06,1654,281
48194,DOORMAT HEARTS,15859.64,2622,391
48195,DOOR MAT GREEN PAISLEY,1409.11,253,73
48197,DOOR MAT BIRD ON THE WIRE,3337.8,562,121
48197,DOORMAT BIRD ON THE WIRE,1100.15,223,16
51008,AFGHAN SLIPPER SOCK PAIR,7388.65,2317,57
62018,SOMBRERO,6728.15,5149,67
70006,LOVE HEART POCKET WARMER,1875.75,1587,97
70007,HI TEC ALPINE HAND WARMER,511.83,379,56
71038,WHITE HANGING BEADS CANDLE HOLDER,2582.4500000000003,485,99
71050,SMALL SINGLE FLAME CANDLE HOLDER,6.299999999999999,18,2
71053,WHITE METAL LANTERN,10304.16,2920,373
71143,SILVER BOOK MARK WITH BEADS,57.800000000000004,68,12
71215,METAL BASE FOR CANDLES,63.9,167,11
71270,PHOTO CLIP LINE,151.25,121,25
71279,PINK GLASS CANDLEHOLDER,300.90000000000003,102,26
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",224.20000000000005,76,16
71459,HANGING JAM JAR T-LIGHT HOLDER,14973.31,19183,509
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24965.75,8831,446
71510,SQUARE METAL CANDLEHOLDER BASE,75.53,125,9
72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,1470.42,3699,193
72122,COFFEE SCENT PILLAR CANDLE,228.95,241,50
72127,COLUMBIAN CANDLE ROUND,255.29000000000002,217,34
72128,COLUMBIAN CANDLE ROUND,260.43,507,47
72129,COLUMBIAN CANDLE ROUND,47.45,73,17
72130,COLUMBIAN CANDLE ROUND,200.11,587,30
72131,COLUMBIAN CANDLE RECTANGLE,477.33,623,40
72132,COLUMBIAN CUBE CANDLE,429.0,532,17
72133,COLUMBIAN CANDLE RECTANGLE,61.620000000000005,66,15
72134,COLUMBIAN  CUBE CANDLE,61.980000000000004,222,12
72232,FENG SHUI PILLAR CANDLE,581.59,3061,58
72267,PREMIUM CHURCH CANDLE,479.34000000000003,247,40
72484,ROSES IN WHITE HEART CANDLE,958.21,1805,54
72487,ROSES WHITE ROUND CANDLE,351.62,826,13
72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",435.12,1036,40
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,225.12,536,31
72598,SET/12 TAPER CANDLES,464.64,600,51
72708,SCULPTED ROUND IVORY CANDLE,9.24,44,5
72709,IVORY SCULPTED RND CANDLE,40.8,48,8
72715,SPHERICAL IVORY CANDLE,34.44,82,12
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,42.5,34,9
72728,ROSE SCENT CANDLES IN GLASS,498.5,614,50
72741,GRAND CHOCOLATECANDLE,18658.649999999998,13881,594
72756,FAIRY CAKE CANDLES,5432.66,3994,127
72772,SET/4 SCENTED CANDLES IN RAMEKINS,592.5,454,8
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,81.12,48,15
72780,BLACK SILOUETTE CANDLE PLATE,300.88,376,23
72781,BLACK SILOUETTE CANDLE PLATE,227.4,120,14
72783,BLACK SIL'T SQU CANDLE PLATE,50.400000000000006,24,5
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,453.75,121,44
72793,BLACK BOX MIRROR LANTERN,268.75,55,10
72805,VANILLA CANDLE IN EMBOSSED ZINC POT,16.9,10,3
72811,SMALL ZINC/GLASS CANDLEHOLDER,261.52,392,14
72812,LARGE ZINC GLASS CANDLEHOLDER,77.7,37,6
72812,LARGE ZINC/GLASS CANDLEHOLDER,48.300000000000004,23,6
72814,SET OF 3 CHRISTMAS BRIAR CANDLES,602.85,171,28
72814,SET/3 CHRISTMAS BRIAR CANDLES,330.0,88,21
72815,3 WICK CHRISTMAS BRIAR CANDLE,967.5,258,58
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,556.39,467,51
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,200.44,164,24
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,50.0,40,6
72818,CHRISTMAS DECOUPAGE CANDLE,460.09,563,49
72819,CUPID DESIGN SCENTED CANDLES,611.8499999999999,465,37
72821,CUPID SCENTED CANDLE IN GLASS,82.49999999999999,50,10
75011,BLUE DAISY MOBILE,33.75,9,3
75131,METAL TUBE CHIME ON BAMBOO,1007.08,724,51
75172,PAINTED SEA SHELL METAL WINDCHIME,15.0,4,3
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,25.0,20,7
77079,DOLPHIN WINDMILL,129.32000000000002,61,10
77081,FLOWER WINDMILL,255.51000000000002,219,18
78026,SEAGRASS S/3 SQU LAUNDRY BOX,110.0,11,1
78027,SEAGRASS S/2 CORNER LAUNDRY,51.9,4,3
78033,FLAG OF ST GEORGE CHAIR,173.4,36,7
78056,CAMOUFLAGE BACKPACK ON WHEELS,19.9,2,1
78124,MAGAZINE RACK GEBRA ASSORTED,712.5,534,10
79000,MOROCCAN TEA GLASS,5800.81,7717,243
79029,GLASS HONEYPOT WASP CATCHER,5073.15,2849,292
79067,CORONA MEXICAN TRAY,4786.2,1348,264
79072,TEATIME CAKE TIN WITH HANDLE,2168.5,230,63
79140,ASS WINDPROOF MARIJUANA LIGHTERS,6.3,15,2
79160,HEART SHAPE WIRELESS DOORBELL,769.1400000000001,385,93
79163,BLACK CHAMPAGNE GLASS,500.09999999999997,306,24
79164,BLACK WINE GLASS,1915.74,1982,50
79301,FEATHER HEART LIGHTS,2.95,1,1
79320,FLAMINGO LIGHTS,3940.7000000000003,886,123
79321,CHILLI LIGHTS,26262.68,6012,434
79328,BLUE FLOCK GLASS CANDLEHOLDER,235.38000000000002,586,11
79329,PINK FLOCK GLASS CANDLEHOLDER,53.76,88,5
79331,PINK FLOCK GLASS CANDLEHOLDER,56.099999999999994,34,6
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,329.15000000000003,796,13
79337,BLUE FLOCK GLASS CANDLEHOLDER,241.89,553,10
79338,DARK PINK FLOCK GLASS CANDLEHOLDER,231.99,547,10
79341,WILLOW BRANCH LIGHTS.,4121.25,703,63
79403,FROSTED WHITE BASE,91.8,108,12
79406,FROSTED WHITE BASE,23.1,105,9
79413,GLASS WINE GLASS DECORATIONS,37.5,30,9
79532,MOSAIC GLASS BALL CANDLEHOLDER,121.25,97,18
79534,MULTICOLOUR GLASS PLATE,63.800000000000004,116,16
82069,BEECH WOOD P/FRAME,36.25,5,2
82072,WHITE WOOD SINGLE P/FRAME,6.25,5,3
82076,BEECH WOOD PHOTO FRAME,338.75,271,6
82081,PINK HEARTS PHOTO ALBUM,336.25,159,12
82093,HEART SHAPE BUTTON FRAME,150.0,100,7
82095,HEART BUTTONS JEWELLERY BOX,244.8,32,18
82482,WOODEN PICTURE FRAME WHITE FINISH,17583.6,7606,818
82483,WOOD 2 DRAWER CABINET WHITE FINISH,14376.85,2643,581
82484,WOOD BLACK BOARD ANT WHITE FINISH,26035.079999999998,4972,469
82486,WOOD S/3 CABINET ANT WHITE FINISH,19908.5,2670,664
82551,LAUNDRY 15C METAL SIGN,3225.52,2596,304
82552,WASHROOM METAL SIGN,4739.4400000000005,3908,372
82553,POP'S GREASY SPOON METAL SIGN,141.89999999999998,86,20
82567,"AIRLINE LOUNGE,METAL SIGN",867.3000000000001,413,144
82578,KITCHEN METAL SIGN,1811.14,3472,331
82580,BATHROOM METAL SIGN,3724.11,7195,557
82581,TOILET METAL SIGN,2373.29,4435,434
82582,AREA PATROLLED METAL SIGN,6292.280000000001,3190,338
82583,HOT BATHS METAL SIGN,10486.68,5529,447
82585,SWEET VALENCIA CANDLE+CUP,154.63,131,21
82587,TEXRIO TOMATOES CANDLE+CUP,142.94,118,32
82597,BOMBS AWAY METAL SIGN,2332.7400000000002,1153,163
82599,FANNY'S REST STOPMETAL SIGN,3870.7200000000003,1917,277
82600,NO SINGING METAL SIGN,12894.960000000001,6756,600
82605,OLD DOC RUSSEL METAL SIGN,409.50000000000006,195,80
82605,OLD DOC.RUSSEL METAL SIGN,18.900000000000002,9,4
82615,PINK MARSHMALLOW SCARF KNITTING KIT,1526.25,567,76
84006,MAGIC TREE -PAPER FLOWERS,775.1999999999999,912,71
84007,MAGIC GARDEN MOUNT FUJI,387.59999999999997,152,37
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1326.75,569,61
84016,FLAG OF ST GEORGE CAR FLAG,379.26,953,45
84033,FLAG OF ST GEORGE,590.6999999999999,358,37
84050,PINK HEART SHAPE EGG FRYING PAN,9768.449999999999,7057,371
84051,ASS COLOUR GLOWING TIARAS,333.5,422,29
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,11285.539999999999,54610,461
84081,WHITE CERAMIC PARTY SET (5PCS),337.58,94,15
84192,ASSORTED COLOUR METAL CAT,147.35,127,14
84199,GLOW IN DARK DOLPHINS,77.91,383,34
84212,"ASSORTED FLOWER COLOUR ""LEIS""",6888.97,14369,156
84218,BOX/12 CHICK & EGG IN BASKET,257.4,132,49
84219,BOX/12 MOTHER & CHICK IN BASKET/BOW,220.79999999999998,96,26
84226,HEN HOUSE W FAMILY IN BARN & NEST,22.099999999999998,26,8
84227,HEN HOUSE W CHICK IN NEST,46.620000000000005,111,12
84228,HEN HOUSE W CHICK STANDING,15.96,38,4
84231,EASTER BUNNY WITH BASKET ON BACK,64.35000000000001,99,16
84270,ASSTD DESIGN BUBBLE GUM RING,4622.099999999999,22410,385
84292,ROSE PINK METAL FOLDING CHAIR,333.90000000000003,42,12
84306,S/3 PINK SQUARE PLANTERS ROSES,361.34999999999997,33,17
84311,CAMOFLAGE CUSHION COVER,18.15,11,1
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,19.08,15,6
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,40156.049999999996,21579,244
84352,SILVER CHRISTMAS TREE BAUBLE STAND,2833.2999999999997,174,102
84356,POMPOM CURTAIN,1591.8000000000002,324,49
84358,FLOOR LAMP SHADE WOOD BASE,631.84,82,11
84360,TABLE LAMP WHITE SHADE WOOD BASE,682.5500000000001,137,20
84366,VENDETTA CANVAS PICTURE,7.5,2,2
84367,LA STREGA CANVAS PICTURE,122.54999999999998,73,7
84371,BIG PINK POODLE,213.7,28,4
84375,SET OF 20 KIDS COOKIE CUTTERS,6491.7,3426,233
84378,SET OF 3 HEART COOKIE CUTTERS,6274.75,5111,441
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,5200.150000000001,4379,327
84388,WISE MAN STAR SHAPE EGG PAN,77.55,47,17
84396,6 HOOK JEWELLERY STAND BLACK DRESS,1071.6,516,28
84422,PINK/BLUE DISC/MIRROR STRING,153.9,198,17
84447,6 RABBIT CHAIN EASTER,44.199999999999996,52,7
84452,METAL RABBIT LADDER EASTER,86.69999999999999,102,10
84454,WOBBLING METAL CHICKEN EASTER,72.25,85,13
84455,SET OF 3 RABBIT CARROTS EASTER,66.3,78,16
84456,SET OF 3 RABBIT EGG EASTER,28.049999999999997,33,12
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,113.05,133,19
84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,104.55,123,19
84461,12 PINK HEN+CHICKS IN BASKET,124.94999999999999,49,20
84462,3 PINK HEN+CHICKS IN BASKET,97.35,87,7
84464,S/60 PINK FLUFFY CHICKS IN BOX,179.1,82,11
84465,15 PINK FLUFFY CHICKS IN BOX,56.050000000000004,19,13
84466,TOP SECRET PEN SET,1174.1999999999998,1164,39
